항목ID,항목명,데이터타입,설문 문항
J_23_08_008#9,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#10,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#11,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#12,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_008#13,골프웨어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"골프웨어 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_08_009#1,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#2,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#3,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#4,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#5,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#6,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#7,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#8,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#9,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#10,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#11,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#12,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_08_009#13,최근 1달간 골프웨어 브랜드를 접촉한 채널 ,복수,"골프웨어 브랜드 선택 시, 최근 1개월 동안 골프웨어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_23_11_001,최근 1년 이내 아웃도어 의류 구입 여부,단수,최근 1년 이내에 아웃도어의류(용품포함)를 구입하신 적이 있습니까?
J_23_11_002#1,최근 1년 이내 구입한 아웃도어 의류,복수,최근 1년 이내에 구입한 아웃도어 의류는 무엇입니까?
J_23_11_002#2,최근 1년 이내 구입한 아웃도어 의류,복수,최근 1년 이내에 구입한 아웃도어 의류는 무엇입니까?
J_23_11_002#3,최근 1년 이내 구입한 아웃도어 의류,복수,최근 1년 이내에 구입한 아웃도어 의류는 무엇입니까?
J_23_11_002#4,최근 1년 이내 구입한 아웃도어 의류,복수,최근 1년 이내에 구입한 아웃도어 의류는 무엇입니까?
J_23_11_002#5,최근 1년 이내 구입한 아웃도어 의류,복수,최근 1년 이내에 구입한 아웃도어 의류는 무엇입니까?
J_23_11_003,최근 1년 이내 아웃도어 구입 빈도,단수,최근 1년 이내에 아웃도어의류를 얼마나 자주 구입하셨습니까?
J_23_11_006,아웃도어 브랜드 선택 시 고려 사항 1순위,단수,"아웃도어의류 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_11_007,아웃도어 브랜드 선택 시 고려 사항 2순위,단수,"아웃도어의류 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_11_008,아웃도어 선택 시 광고의 영향력,단수,"아웃도어의류 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_23_11_009#1,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#2,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#3,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#4,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#5,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#6,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#7,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#8,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#9,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#10,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#11,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#12,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_009#13,아웃도어 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"아웃도어의류 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오. "
J_23_11_010#1,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#2,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#3,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#4,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#5,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#6,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#7,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#8,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#9,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#10,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#11,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#12,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_11_010#13,최근 1달간 아웃도어 브랜드를 접촉한 채널,복수,"아웃도어의류 브랜드 선택 시, 최근 1개월 동안 아웃도어 의류 브랜드를 접할 수 있었던 채널을 모두 골라주십시오. "
J_23_12_001,최근 1년 이내 스포츠캐주얼 의류 구입 여부,단수,최근 1년 이내에 스포츠캐주얼을 구입하신 적이 있습니까?
J_23_12_002#1,구입한 스포츠캐주얼 종류,복수,최근 1년간 구입하신 스포츠캐주얼을 모두 골라주십시오.
J_23_12_002#2,구입한 스포츠캐주얼 종류,복수,최근 1년간 구입하신 스포츠캐주얼을 모두 골라주십시오.
J_23_12_002#3,구입한 스포츠캐주얼 종류,복수,최근 1년간 구입하신 스포츠캐주얼을 모두 골라주십시오.
J_23_12_002#4,구입한 스포츠캐주얼 종류,복수,최근 1년간 구입하신 스포츠캐주얼을 모두 골라주십시오.
J_23_12_002#5,구입한 스포츠캐주얼 종류,복수,최근 1년간 구입하신 스포츠캐주얼을 모두 골라주십시오.
J_23_12_003,최근 1년 이내 스포츠캐주얼 구입 빈도,단수,최근 1년 이내에 스포츠캐주얼을 얼마나 자주 구입하셨습니까?
J_23_12_006,스포츠캐주얼 브랜드 선택 시 고려 사항 1순위,단수,"스포츠캐주얼 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_12_007,스포츠캐주얼 브랜드 선택 시 고려 사항 2순위,단수,"스포츠캐주얼 브랜드 선택 시, 가장 큰 영향을 미치는 요소는 어떤 것입니까? 순서대로 2가지만 말씀해 주십시오."
J_23_12_008,스포츠캐주얼 선택 시 광고의 영향력,단수,"스포츠캐주얼 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_23_12_009#1,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#2,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#3,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#4,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#5,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#6,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#7,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#8,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_23_12_009#9,스포츠캐주얼 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"스포츠캐주얼 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
